payload_kg,distance_km,battery_pct,wind_speed_mps,rain_mm,time_of_day,num_stops,success
4.12,11.58,68.7,3.36,3.43,afternoon,1,0
2.44,6.91,20.9,1.59,4.03,afternoon,2,0
1.82,1.77,25.8,14.31,1.89,afternoon,2,0
1.88,19.86,32.2,4.18,3.73,night,2,0
4.05,2.63,97.6,6.66,4.42,morning,2,1
1.71,1.54,45.7,13.48,3.83,evening,2,0
1.12,17.58,63.9,10.16,0.17,afternoon,1,0
0.51,6.11,31.7,9.27,4.14,evening,1,0
2.39,13.04,54.1,10.58,3.87,evening,2,0
2.46,6.65,16.7,12.43,3.35,night,1,0
4.22,7.89,13.1,13.17,3.8,morning,2,0
1.18,5.32,52.2,9.64,4.9,morning,1,0
1.97,6.93,45.9,13.35,2.16,evening,1,0
4.06,8.27,22.3,8.03,0.34,afternoon,2,0
4.14,14.44,71.9,4.16,2.3,morning,2,0
1.98,10.28,99.4,13.2,0.23,afternoon,1,1
2.35,18.88,45.6,8.12,1.47,evening,1,0
1.59,0.93,66.2,13.59,2.93,morning,1,1
4.67,10.11,96.7,0.6,1.55,morning,1,1
0.68,11.73,84.8,5.96,3.43,night,1,1
4.68,18.41,51.7,14.22,4.11,afternoon,2,0
3.45,1.08,76.4,3.74,2.1,morning,3,1
2.7,11.51,21.5,14.12,4.5,morning,1,0
0.26,17.09,56.1,14.31,0.4,evening,1,0
2.43,4.91,35.1,13.23,4.2,morning,2,0
2.1,17.54,24.5,8.46,4.14,night,3,0
0.89,0.48,48.4,9.7,1.61,evening,1,1
3.32,14.68,21.8,13.04,1.49,afternoon,1,0
4.86,18.67,72.9,11.64,1.53,night,1,0
2.85,13.18,51.1,9.45,4.06,afternoon,1,0
3.6,8.84,57.8,14.73,4.16,morning,2,0
0.44,0.99,23.2,10.29,1.65,evening,3,0
2.15,18.41,22.6,14.63,2.96,evening,2,0
0.67,9.46,62.5,0.86,0.69,afternoon,3,1
3.1,0.68,98.7,2.08,2.34,afternoon,1,1
4.7,13.83,18.7,6.77,4.99,afternoon,3,0
3.34,9.69,35.7,5.77,0.79,morning,1,0
0.48,2.57,88.3,11.74,4.74,evening,1,1
1.84,4.36,16.5,2.41,4.12,evening,2,0
2.8,1.38,88.8,14.64,4.86,afternoon,1,1
2.08,11.53,57.2,4.73,0.9,afternoon,1,0
4.18,12.48,46.7,6.43,1.07,afternoon,2,0
4.09,10.16,37.9,4.12,0.08,morning,1,0
3.1,16.36,36.7,8.69,3.62,morning,2,0
1.93,17.23,37.5,0.88,3.22,morning,1,0
1.35,12.35,89.6,2.25,0.89,afternoon,2,1
0.62,0.35,75.1,11.19,3.96,afternoon,1,1
1.84,13.94,70.3,2.8,1.5,evening,2,0
2.12,8.42,81.9,3.53,0.67,afternoon,1,1
3.41,11.35,33.1,11.89,2.11,night,2,0
3.32,13.02,65.6,1.4,0.45,night,2,0
0.44,7.07,51.4,6.56,1.32,night,1,1
2.04,18.35,80.4,0.35,1.86,night,1,1
0.99,2.77,37.8,5.2,4.26,evening,1,0
0.87,13.46,67.9,10.48,3.96,evening,2,0
4.15,0.19,89.4,1.35,2.21,morning,2,1
0.31,18.5,46.2,13.33,3.62,evening,1,0
2.15,2.34,16.0,13.64,2.84,evening,2,0
0.92,1.99,56.4,1.57,1.7,afternoon,3,1
4.41,6.73,41.1,14.86,3.63,evening,1,0
2.83,7.53,70.5,4.46,3.42,afternoon,1,0
1.23,4.36,95.6,1.26,3.1,afternoon,2,1
2.56,11.74,53.7,0.08,3.09,afternoon,2,0
3.68,8.91,52.0,6.13,3.41,evening,1,0
4.79,0.78,68.9,9.45,1.92,night,1,0
1.18,6.46,19.3,4.98,4.35,night,1,0
4.44,16.23,32.8,12.55,0.81,evening,2,0
4.68,13.83,92.7,10.75,4.42,morning,2,0
4.59,14.52,70.3,5.25,1.71,night,1,0
3.21,13.99,11.2,11.01,0.63,morning,1,0
3.19,6.29,28.4,14.11,3.0,night,1,0
2.08,2.08,71.5,1.4,1.88,morning,2,1
3.79,5.52,78.8,4.59,4.08,afternoon,1,1
2.7,16.65,85.6,6.95,2.15,evening,2,0
3.42,19.61,36.3,7.47,3.34,evening,2,0
2.2,9.93,93.8,8.13,1.54,afternoon,2,1
3.68,0.29,59.8,4.51,1.05,evening,2,0
4.14,2.89,72.7,10.01,1.94,afternoon,1,1
0.82,6.51,63.7,9.68,3.03,morning,2,1
4.18,11.61,21.0,8.67,3.28,evening,2,0
2.75,1.59,96.7,1.71,2.89,morning,2,1
4.24,18.87,21.1,7.15,4.94,evening,1,0
2.21,7.37,32.9,5.34,3.46,morning,1,0
1.96,18.26,83.2,7.37,4.66,afternoon,2,0
4.58,15.63,65.7,13.83,0.59,afternoon,3,0
1.33,15.13,85.4,7.21,0.31,afternoon,2,1
4.24,12.17,56.4,0.21,1.55,afternoon,2,0
2.47,12.57,43.9,6.58,0.68,evening,2,0
2.62,12.8,93.0,12.31,2.63,night,1,1
1.61,12.61,13.3,11.7,2.59,night,2,0
2.91,11.12,87.1,7.7,2.88,evening,2,1
1.69,19.73,30.8,3.75,3.73,afternoon,2,0
0.29,14.67,86.4,6.98,4.86,afternoon,3,1
1.43,15.56,22.5,8.46,4.39,morning,1,0
0.13,17.46,62.2,15.0,0.59,afternoon,1,0
4.89,4.39,89.9,9.66,1.69,night,3,1
4.83,1.77,52.6,10.41,1.28,afternoon,1,0
2.04,9.71,77.2,7.37,0.88,afternoon,2,1
3.67,10.33,82.4,5.32,2.72,morning,3,0
1.79,16.6,76.3,12.19,2.77,morning,1,0
3.39,8.93,93.3,7.42,1.14,morning,2,1
4.05,11.46,50.2,14.92,3.56,evening,1,0
4.74,10.59,25.6,6.86,3.66,afternoon,2,0
2.06,0.86,14.3,1.02,0.1,evening,1,0
3.94,12.34,32.2,10.24,1.98,afternoon,2,0
1.4,16.58,22.9,0.7,4.45,evening,2,0
4.95,3.23,60.2,3.76,2.6,evening,1,0
0.23,11.93,26.6,5.31,1.74,evening,2,0
3.06,11.91,13.5,11.09,1.27,afternoon,3,0
3.33,3.37,13.2,7.41,1.22,afternoon,2,0
3.47,2.56,84.8,0.43,0.5,night,3,1
0.69,19.6,63.2,9.25,4.09,morning,1,0
4.7,7.94,42.2,6.17,0.43,morning,2,0
0.99,4.63,90.5,13.83,1.46,afternoon,1,1
3.15,3.51,16.3,7.49,0.23,evening,3,0
1.19,13.39,98.2,10.63,3.91,morning,1,1
1.61,12.23,65.5,3.28,0.2,evening,1,1
2.78,12.91,26.5,11.41,1.54,evening,1,0
2.14,1.85,71.1,10.81,2.87,afternoon,1,1
0.89,17.88,78.7,13.56,2.05,afternoon,3,1
0.94,7.85,48.6,0.51,1.41,afternoon,1,1
2.15,6.34,87.5,6.71,1.38,morning,3,1
3.81,9.3,23.6,10.19,3.99,morning,1,0
4.5,7.86,35.1,1.43,4.87,morning,3,0
0.51,17.29,18.4,6.16,1.74,evening,2,0
2.03,18.59,29.0,14.13,0.2,evening,1,0
0.59,6.14,31.5,6.54,0.18,afternoon,1,0
0.18,17.29,92.6,14.78,3.8,evening,1,0
3.34,15.65,17.0,0.85,2.76,evening,1,0
3.05,18.62,48.5,10.77,3.92,afternoon,1,0
0.9,4.99,57.9,8.72,3.49,morning,1,1
1.25,11.58,90.9,7.51,4.54,night,1,1
0.22,5.56,99.8,14.56,4.43,evening,2,1
4.19,16.5,77.8,1.94,3.94,evening,1,0
4.88,0.21,97.4,13.44,2.38,afternoon,2,1
0.76,11.34,80.8,10.37,1.54,evening,3,1
1.23,6.85,96.7,3.88,2.54,evening,1,1
4.36,6.52,73.7,13.53,2.51,morning,1,0
4.64,12.93,17.2,6.44,3.05,night,1,0
2.16,17.04,46.2,12.21,0.93,afternoon,1,0
0.35,12.22,68.2,5.83,3.28,morning,2,1
0.29,17.08,41.6,12.76,2.28,morning,1,0
2.91,5.37,34.6,9.55,3.1,evening,1,0
2.03,10.44,62.0,2.12,1.2,evening,1,1
0.24,9.07,94.0,9.74,2.17,evening,2,1
2.96,0.33,13.1,2.87,1.05,night,2,0
0.16,11.18,79.2,6.18,4.38,afternoon,3,1
3.96,13.26,75.0,2.55,2.44,evening,3,0
1.6,11.88,96.8,0.33,1.12,evening,1,1
0.3,14.75,93.8,3.18,0.21,night,1,1
2.98,11.47,78.6,8.05,3.38,afternoon,1,1
2.05,1.43,56.8,7.22,1.07,night,2,1
4.87,2.42,28.4,7.52,4.95,morning,2,0
2.77,11.97,59.1,3.72,2.67,evening,1,0
1.45,5.57,78.9,10.28,1.44,evening,1,1
3.58,1.68,90.6,10.56,3.29,night,1,1
1.43,8.65,81.1,5.37,1.38,morning,3,1
4.53,11.13,27.6,13.22,4.1,morning,3,0
1.94,6.64,64.0,9.66,1.54,morning,1,1
2.79,14.44,39.9,10.7,4.94,evening,1,0
0.35,12.91,10.8,4.16,3.03,evening,1,0
2.19,6.72,28.0,0.01,4.22,night,3,0
4.18,15.12,20.2,12.98,0.36,afternoon,3,0
4.05,13.01,85.8,12.34,1.74,morning,1,0
1.2,12.79,33.3,1.85,3.69,morning,1,0
1.21,11.11,35.6,5.61,3.28,morning,1,0
4.1,0.33,96.4,9.92,0.97,evening,2,1
4.66,13.96,44.1,9.78,1.78,night,2,0
0.57,7.58,10.9,12.91,1.32,night,2,0
2.31,18.86,35.5,2.1,3.07,afternoon,3,0
1.75,16.38,20.7,6.45,1.72,morning,1,0
4.37,11.8,19.3,1.46,1.55,morning,2,0
0.51,5.12,17.0,5.84,1.04,evening,1,0
1.13,4.15,63.4,0.23,2.05,night,1,1
3.79,6.87,27.0,13.47,0.98,morning,2,0
0.35,9.58,42.5,7.91,4.81,morning,3,0
2.51,5.99,87.6,12.75,0.77,evening,2,1
2.27,10.35,48.2,0.9,4.57,evening,2,0
1.74,3.39,92.4,3.41,2.14,morning,2,1
2.03,19.56,54.8,3.89,1.89,night,1,0
2.7,2.25,45.9,5.8,1.16,morning,2,0
0.89,18.65,77.5,12.04,3.18,night,2,0
2.9,18.28,16.6,5.8,3.43,morning,2,0
4.05,10.55,18.1,3.07,2.34,morning,2,0
3.82,14.53,68.7,0.97,0.28,afternoon,2,0
0.85,8.78,53.8,1.19,4.59,morning,2,1
0.83,12.64,81.1,11.4,4.9,afternoon,1,1
1.41,6.88,92.5,6.67,2.16,evening,2,1
1.87,6.09,45.0,10.89,3.07,afternoon,2,0
2.1,11.61,63.7,10.23,2.25,evening,1,0
3.43,10.01,55.1,2.03,1.61,afternoon,2,0
0.38,11.63,98.3,2.14,0.39,morning,1,1
0.27,5.8,84.8,11.33,2.28,night,1,1
2.02,7.4,92.1,10.82,4.09,night,2,1
3.52,1.77,32.9,5.67,0.09,morning,3,0
1.05,1.14,79.5,1.16,2.91,afternoon,1,1
3.24,5.14,33.9,0.18,4.4,evening,2,0
1.37,1.58,28.8,4.32,1.09,morning,2,0
4.44,2.17,95.0,0.14,0.92,evening,3,1
4.49,16.28,11.7,3.45,3.86,afternoon,2,0
1.56,0.87,96.9,6.29,1.28,morning,3,1
1.23,13.21,23.4,1.82,0.96,morning,2,0
2.12,5.52,83.7,1.56,1.89,evening,2,1
1.28,17.44,34.8,13.45,1.96,afternoon,1,0
3.39,9.75,41.6,8.78,4.37,morning,1,0
4.15,6.18,29.5,14.02,3.09,evening,1,0
3.4,10.4,62.7,5.19,2.03,evening,2,0
4.14,7.7,41.3,10.16,2.67,morning,1,0
2.05,11.33,69.2,3.07,4.77,night,1,1
0.87,2.38,11.4,9.28,0.57,evening,3,0
3.72,19.94,15.8,1.94,1.04,afternoon,2,0
1.87,8.57,19.0,0.03,4.81,afternoon,3,0
3.39,7.03,47.7,13.97,4.79,evening,1,0
1.43,14.23,83.3,8.32,0.89,morning,1,1
0.5,7.34,89.9,13.9,0.73,afternoon,1,1
4.96,16.68,32.0,5.01,2.11,evening,1,0
0.87,9.14,61.7,4.92,0.25,afternoon,1,1
4.94,14.42,79.2,6.01,3.27,evening,1,0
4.89,2.24,36.0,10.59,0.39,afternoon,1,0
3.99,16.94,46.8,8.49,0.29,morning,2,0
3.33,14.74,57.2,13.88,2.43,afternoon,1,0
2.93,4.31,22.1,0.38,4.79,afternoon,1,0
4.34,2.99,12.3,10.62,2.13,evening,2,0
1.52,6.39,23.8,4.95,1.78,evening,2,0
2.39,19.52,66.4,2.7,4.99,afternoon,2,0
3.14,5.21,16.6,7.66,2.66,night,1,0
2.11,9.18,27.1,7.58,1.88,morning,3,0
2.19,0.7,40.4,2.06,1.93,morning,3,0
1.72,8.0,17.0,3.03,0.97,afternoon,2,0
2.86,11.47,27.3,6.12,2.56,morning,1,0
4.27,19.07,92.0,6.13,2.19,evening,1,0
1.09,10.38,11.7,4.76,1.35,morning,2,0
4.68,16.4,68.8,2.23,0.8,morning,2,0
3.48,10.99,44.6,0.07,1.56,morning,3,0
4.13,0.91,70.5,14.55,2.54,evening,2,1
2.83,6.37,63.0,14.15,0.29,night,3,0
3.92,11.55,30.1,7.25,0.77,evening,3,0
0.18,19.02,86.2,14.93,4.74,morning,3,0
4.11,17.2,54.3,10.1,2.71,evening,1,0
0.3,4.64,84.0,1.03,0.32,morning,1,1
4.46,4.48,46.5,1.77,3.47,afternoon,2,0
4.96,4.1,98.6,13.74,0.31,night,2,1
1.54,18.46,79.3,9.45,3.69,afternoon,1,0
1.13,17.07,96.9,12.65,3.75,morning,2,1
3.85,15.52,56.3,13.47,3.26,afternoon,2,0
1.34,7.92,52.6,6.72,3.66,morning,1,0
4.34,10.14,78.0,0.73,0.44,afternoon,2,1
0.6,9.34,89.2,2.82,3.63,afternoon,3,1
0.72,5.14,96.8,1.0,0.68,afternoon,2,1
4.9,10.15,39.2,2.83,1.7,night,2,0
3.4,0.71,81.9,6.16,4.71,evening,1,1
4.25,2.72,29.0,1.77,2.51,night,2,0
1.69,17.74,59.1,2.5,4.84,evening,3,0
3.41,15.06,26.2,6.69,0.44,evening,1,0
3.01,8.52,41.3,5.1,2.39,afternoon,1,0
3.06,10.39,93.8,7.01,0.31,morning,2,1
3.44,7.46,23.1,6.44,3.15,evening,3,0
2.92,14.84,66.9,9.67,0.39,afternoon,1,0
2.2,15.71,63.4,14.06,0.88,morning,1,0
1.45,15.29,20.9,1.62,1.29,afternoon,1,0
3.87,14.48,39.3,1.49,3.74,evening,1,0
1.21,4.17,60.7,12.79,0.82,night,2,1
3.49,6.83,26.8,7.6,4.23,afternoon,3,0
1.24,9.45,82.1,11.5,0.66,afternoon,1,1
3.16,6.68,97.5,3.23,0.18,night,2,1
3.76,15.12,29.3,12.43,1.98,afternoon,3,0
1.17,6.65,26.8,13.86,4.9,morning,1,0
0.39,2.85,50.9,9.53,0.55,morning,2,1
0.74,8.04,77.3,1.59,0.51,night,2,1
3.07,19.6,35.3,13.43,3.76,morning,1,0
4.26,4.6,11.8,11.89,1.56,afternoon,1,0
0.32,12.28,58.7,11.26,3.59,afternoon,2,0
3.7,8.72,96.1,0.55,1.0,night,1,1
1.77,1.51,45.2,11.98,2.3,night,1,0
2.44,9.81,47.8,2.07,1.33,afternoon,3,0
4.65,14.07,97.2,3.34,2.26,night,2,1
1.73,10.31,72.5,8.66,3.85,morning,3,1
2.38,17.45,74.7,3.97,3.81,morning,1,0
0.17,5.85,60.6,9.92,2.58,night,3,1
0.5,1.82,97.7,9.12,4.64,afternoon,2,1
1.37,18.74,72.0,1.62,1.32,morning,2,1
0.24,7.63,90.6,9.84,1.2,afternoon,1,1
3.19,11.57,72.9,13.86,3.07,evening,1,0
2.19,15.86,76.2,2.42,3.11,night,2,0
2.79,6.55,36.1,8.96,0.23,night,2,0
0.96,14.35,37.3,5.13,3.04,evening,2,0
1.55,2.79,80.5,6.89,1.87,night,1,1
3.35,5.9,36.7,4.31,3.74,afternoon,3,0
4.83,2.98,60.6,5.31,4.04,evening,3,0
0.35,16.24,32.4,0.43,2.76,evening,2,0
4.46,4.53,83.5,14.72,0.01,afternoon,1,1
2.93,14.38,19.9,9.37,3.18,morning,2,0
2.86,18.87,84.7,7.51,3.74,afternoon,2,0
2.55,10.6,64.2,5.76,1.24,evening,2,0
0.44,10.85,26.8,8.09,2.32,morning,2,0
0.54,9.27,58.8,5.7,4.83,morning,1,1
3.04,6.59,35.4,5.4,1.49,morning,2,0
1.77,9.57,39.1,6.96,1.12,morning,1,0
4.59,12.1,41.6,4.14,1.05,evening,3,0
2.09,19.72,15.7,2.7,2.79,morning,1,0
0.8,18.76,98.7,8.35,4.75,morning,1,1
3.6,17.26,12.8,12.64,3.04,evening,3,0
1.54,17.79,69.6,2.29,1.52,night,1,1
2.67,9.41,43.4,0.49,3.19,morning,2,0
3.52,13.18,68.1,3.7,3.12,morning,1,0
4.51,17.91,42.1,14.7,2.98,night,2,0
3.98,7.92,70.6,12.43,0.8,afternoon,2,0
3.41,19.24,75.6,8.94,3.17,night,1,0
3.43,8.37,72.1,13.94,2.15,morning,3,0
4.74,12.06,20.3,6.68,0.09,morning,1,0
1.55,14.23,69.1,14.75,2.7,morning,1,0
0.11,19.02,35.2,4.44,4.95,morning,1,0
1.43,4.97,12.6,3.6,1.75,night,2,0
1.17,14.95,47.3,9.57,4.83,night,1,0
3.34,10.46,49.0,5.67,0.48,night,1,0
3.21,5.44,52.0,9.4,3.66,night,3,0
3.01,15.55,73.4,4.57,0.57,night,1,0
0.18,11.09,37.8,9.27,1.37,evening,1,0
3.67,13.25,38.4,4.14,2.85,night,1,0
1.69,6.53,15.4,0.76,2.96,morning,1,0
3.36,9.68,71.8,13.68,3.88,afternoon,1,0
2.83,12.39,61.1,13.25,3.08,evening,1,0
1.78,8.16,41.4,14.56,2.97,night,1,0
0.76,4.05,73.5,10.75,4.56,evening,1,1
0.56,19.24,58.4,10.24,2.26,night,1,0
4.17,10.28,52.2,8.39,1.13,afternoon,2,0
4.6,14.71,56.0,1.89,0.81,evening,2,0
3.28,8.28,67.3,2.84,2.0,night,1,0
0.61,7.17,69.4,4.34,3.56,morning,3,1
2.07,8.2,36.0,13.35,0.21,night,2,0
3.67,8.24,22.7,2.59,0.65,afternoon,3,0
3.92,10.93,24.1,13.84,0.53,evening,1,0
0.68,10.92,67.5,7.84,2.93,night,2,1
0.1,9.99,88.6,10.73,1.21,afternoon,1,1
3.59,2.78,46.9,1.65,0.83,afternoon,2,0
1.85,9.97,25.3,4.04,2.96,afternoon,1,0
1.35,3.47,78.1,14.38,3.81,morning,1,1
0.16,2.61,84.9,3.99,1.66,afternoon,1,1
2.75,18.66,89.3,4.45,2.89,morning,2,0
4.27,12.14,64.6,2.96,0.49,night,2,0
4.79,13.22,87.5,1.94,4.68,morning,1,0
2.87,8.1,11.4,3.5,1.68,afternoon,1,0
2.62,18.19,19.7,9.63,4.99,night,3,0
0.52,12.79,18.3,6.83,4.89,night,3,0
2.79,15.41,74.1,8.31,3.89,evening,2,0
1.96,7.43,16.3,1.84,0.1,evening,2,0
3.07,19.2,54.7,12.03,2.72,morning,1,0
2.0,16.43,52.5,11.76,0.43,afternoon,1,0
1.28,17.09,38.0,0.32,4.48,morning,1,0
0.57,3.53,88.3,5.75,3.95,evening,1,1
1.64,5.49,25.3,1.03,4.86,afternoon,2,0
0.57,5.78,41.7,11.88,3.04,evening,1,0
0.97,5.49,79.7,11.06,2.61,afternoon,1,1
4.94,17.12,12.7,13.53,2.59,afternoon,1,0
2.28,0.73,70.6,3.55,1.93,evening,1,1
2.71,1.61,83.5,6.84,2.34,night,2,1
4.38,5.55,93.9,2.77,3.18,morning,1,1
4.98,4.08,88.9,5.57,4.66,afternoon,1,1
2.96,4.71,38.7,7.83,2.98,morning,2,0
4.08,15.98,62.8,0.8,4.29,morning,1,0
1.7,11.31,17.0,10.72,4.31,evening,1,0
1.6,0.21,33.2,8.15,2.59,morning,2,0
2.07,8.64,18.5,12.43,1.74,morning,1,0
3.4,8.22,38.4,4.08,3.2,night,2,0
3.44,2.37,88.8,13.55,2.23,afternoon,2,1
1.64,13.56,41.2,14.98,0.41,morning,1,0
0.75,14.07,60.6,13.79,1.89,morning,1,0
3.2,14.45,49.0,11.67,4.97,morning,3,0
0.73,14.6,51.3,12.19,0.24,afternoon,1,0
2.93,0.1,97.3,8.61,3.48,evening,3,1
3.5,19.08,36.7,2.85,4.21,evening,1,0
3.53,16.3,66.5,10.16,3.24,morning,2,0
3.79,18.09,47.8,10.69,2.85,evening,2,0
4.38,0.41,15.5,14.78,3.54,afternoon,3,0
2.55,18.68,54.0,8.12,2.15,afternoon,1,0
3.68,16.21,83.2,4.07,0.46,night,1,1
3.13,16.76,18.9,10.26,4.81,afternoon,1,0
1.01,1.96,16.3,14.69,2.16,morning,3,0
0.23,14.8,23.8,2.66,3.33,night,1,0
1.49,19.2,78.8,4.89,2.66,morning,3,0
2.27,13.6,75.2,8.13,0.27,morning,1,1
3.12,11.45,60.9,2.55,4.76,evening,1,0
4.26,18.92,52.1,0.33,3.96,evening,1,0
1.06,8.91,89.9,5.05,0.75,night,2,1
0.72,12.03,79.0,12.98,4.91,morning,2,1
4.82,9.58,83.1,0.65,3.68,afternoon,1,1
0.63,18.66,83.2,6.43,2.36,morning,3,1
2.44,1.61,67.8,11.43,3.06,afternoon,1,1
2.97,10.07,51.2,14.3,0.53,morning,2,0
2.75,13.77,87.8,14.78,2.8,evening,2,1
0.52,15.86,93.3,6.33,0.37,morning,1,1
0.38,11.7,12.1,14.26,2.72,morning,1,0
0.62,18.19,14.6,0.53,2.76,afternoon,1,0
2.97,18.85,96.3,11.19,4.37,night,1,0
2.77,1.38,34.9,9.64,3.63,night,3,0
1.25,8.11,88.6,3.74,1.25,night,3,1
3.23,0.57,45.0,7.61,4.44,afternoon,2,0
4.12,6.66,20.7,1.94,2.87,morning,2,0
0.3,10.78,17.2,13.07,3.03,afternoon,1,0
2.54,18.22,24.1,5.37,0.84,evening,1,0
3.48,16.95,32.5,9.39,4.29,morning,2,0
1.34,2.64,54.0,2.38,4.65,morning,2,1
1.61,1.95,73.1,3.09,3.87,morning,2,1
3.11,11.83,98.8,14.88,4.7,afternoon,2,0
4.5,10.69,49.7,11.3,1.51,morning,1,0
4.07,5.4,56.6,14.43,4.31,morning,1,0
2.96,18.0,57.0,4.44,2.44,afternoon,2,0
3.68,18.55,58.5,2.47,0.82,afternoon,1,0
1.89,8.11,56.6,7.55,3.34,afternoon,2,1
3.24,17.82,10.8,7.42,3.42,evening,1,0
2.38,7.74,10.2,2.62,1.43,morning,1,0
1.03,14.76,18.8,11.0,0.14,evening,1,0
3.54,9.57,19.1,5.43,1.0,morning,2,0
2.83,2.54,73.4,2.8,2.0,afternoon,2,1
1.86,18.57,28.4,4.98,0.84,evening,1,0
4.57,9.14,90.5,8.45,0.97,night,1,1
0.2,14.72,93.6,10.9,1.96,evening,2,1
1.65,7.41,97.8,7.23,4.81,morning,1,1
0.38,0.48,94.5,7.88,3.82,afternoon,1,1
3.86,2.1,34.5,2.08,1.6,afternoon,1,0
3.54,9.97,55.9,13.72,4.76,afternoon,1,0
1.72,13.83,25.8,13.93,3.23,morning,2,0
3.41,6.76,82.6,10.25,2.28,afternoon,1,0
2.04,13.94,90.0,0.26,2.34,morning,1,1
3.81,14.0,86.6,8.06,2.05,evening,1,0
2.33,14.11,49.0,9.44,1.16,evening,1,0
2.12,9.9,78.3,14.92,1.93,morning,3,1
4.68,18.31,18.8,14.94,2.64,night,1,0
1.33,9.84,13.6,12.86,2.64,evening,2,0
0.69,9.06,77.8,0.96,3.81,afternoon,1,1
2.96,4.07,48.3,14.3,1.79,morning,2,0
4.85,6.22,99.6,9.19,3.58,evening,3,1
1.95,0.94,18.8,12.01,2.89,afternoon,1,0
0.4,12.71,87.0,6.11,4.81,night,2,1
1.76,5.05,53.2,4.8,1.93,morning,1,0
2.58,6.15,84.4,6.95,4.51,morning,1,1
0.89,15.44,83.5,2.2,4.1,night,1,1
3.32,6.61,92.4,5.36,3.19,night,1,1
4.99,4.92,36.8,12.86,3.27,morning,1,0
2.31,3.46,95.5,0.57,0.42,evening,1,1
1.84,15.52,23.7,2.26,4.75,morning,1,0
2.06,2.68,17.4,1.88,0.53,evening,2,0
0.66,9.13,48.8,6.05,2.82,night,1,0
4.43,10.19,84.5,14.95,1.65,morning,1,0
2.13,13.78,52.6,2.6,2.15,morning,1,0
2.0,12.7,84.6,2.18,3.05,morning,1,1
3.33,16.23,75.7,13.73,4.54,morning,1,0
2.27,0.99,28.8,13.23,2.29,morning,1,0
3.28,6.0,95.4,0.48,4.94,night,2,1
0.4,5.67,15.5,11.28,2.96,morning,1,0
4.09,3.01,90.8,9.83,0.8,afternoon,3,1
4.71,5.85,37.4,11.52,0.95,evening,1,0
3.28,6.26,55.0,7.42,3.58,afternoon,1,0
4.78,10.49,48.0,14.87,0.25,afternoon,1,0
0.84,13.31,25.5,0.66,2.4,morning,3,0
2.44,7.68,42.2,3.52,0.74,evening,2,0
3.05,14.42,27.4,5.95,2.17,morning,1,0
2.95,6.79,28.3,6.75,3.75,evening,1,0
2.07,5.88,26.8,13.82,2.29,morning,1,0
1.76,10.87,54.0,8.4,0.82,evening,1,0
0.72,0.57,81.8,0.68,1.26,evening,2,1
2.02,1.69,61.2,6.12,1.84,evening,2,1
0.9,8.42,90.4,6.25,0.35,morning,1,1
3.7,18.86,67.3,14.48,2.92,morning,1,0
1.12,14.46,72.0,8.99,3.04,night,2,1
0.39,1.85,70.1,9.53,0.31,morning,2,1
2.81,16.94,50.5,10.7,2.01,morning,2,0
3.02,14.67,72.0,11.55,2.07,evening,1,0
4.37,12.26,16.3,9.53,1.67,night,2,0
2.93,16.42,87.4,3.56,2.79,afternoon,1,1
1.79,8.14,80.0,13.11,1.73,evening,1,1
4.03,4.51,32.1,10.98,2.08,evening,2,0
2.75,10.29,79.1,11.13,3.99,morning,2,0
0.49,11.02,11.1,14.95,0.81,evening,1,0
2.87,10.81,29.6,12.04,3.1,night,2,0
4.55,11.34,15.9,12.44,2.53,night,2,0
2.04,18.98,80.2,14.27,1.53,morning,1,0
1.55,18.05,78.0,2.27,3.64,evening,3,0
0.8,17.53,83.2,7.47,2.76,afternoon,2,1
0.84,16.05,10.4,8.71,2.39,morning,2,0
2.22,18.87,55.1,4.94,3.34,evening,1,0
3.02,2.06,73.4,12.59,4.01,morning,1,1
0.5,5.38,24.0,11.44,4.86,afternoon,2,0
4.7,9.95,68.5,10.81,3.15,morning,1,0
3.8,16.95,17.6,14.96,4.37,afternoon,1,0
2.97,10.15,26.3,3.89,0.01,afternoon,3,0
4.16,14.99,52.8,11.03,2.65,afternoon,2,0
0.49,2.87,68.8,8.27,1.07,evening,1,1
2.44,5.12,23.1,4.69,0.47,morning,1,0
3.19,14.66,26.7,2.41,2.66,evening,2,0
4.16,3.38,28.4,13.44,3.73,night,1,0
3.94,7.09,31.5,8.93,2.06,morning,1,0
1.46,5.37,30.4,12.37,3.35,afternoon,1,0
4.71,7.06,45.6,8.18,2.45,evening,2,0
0.71,14.2,68.8,3.3,2.19,evening,1,0
4.39,7.42,49.4,5.06,1.45,afternoon,2,0
4.86,11.15,79.8,5.72,1.91,evening,2,0
0.97,2.09,74.7,14.59,1.75,morning,1,1
3.64,16.12,21.4,0.08,3.23,afternoon,1,0
0.3,7.46,14.4,14.78,0.58,afternoon,1,0
2.09,13.01,89.0,14.71,0.46,morning,1,1
2.63,14.54,17.2,14.94,3.3,afternoon,1,0
2.95,4.27,23.4,7.15,2.73,evening,2,0
4.69,17.71,12.0,14.46,2.15,evening,1,0
3.39,12.36,66.6,5.93,0.76,morning,2,0
2.46,8.63,62.4,0.39,2.06,night,2,1
4.07,3.73,98.8,3.37,3.95,evening,1,1
4.76,18.85,89.8,14.18,4.45,afternoon,1,0
0.21,15.13,47.0,0.21,3.51,morning,2,0
